146,213,130	6,8,3
146,226,138	27,19,7
127,312,143	33,20,10
173,229,140	13,28,3
145,321,142	17,14,7
166,174,148	8,32,10
383,260,155	15,8,10
365,201,155	8,25,5
362,179,155	10,16,3
352,322,162	17,17,15
164,209,164	12,10,10
371,314,163	16,9,8
209,155,165	23,21,10
175,202,169	22,40,8
334,190,170	29,45,7
176,271,172	9,10,3
359,290,180	38,9,15
373,346,179	7,7,8
351,216,182	22,18,13
190,308,188	16,34,22
192,210,186	7,44,10
339,272,197	13,6,24
158,269,190	19,6,9
192,292,193	22,27,9
153,254,200	47,11,18
172,307,195	10,9,5
294,186,196	9,6,3
178,327,202	6,7,6
197,305,204	8,12,9
175,271,210	14,13,13
142,328,213	26,24,9
83,322,81	18,7,8
386,176,89	8,28,17
385,236,89	8,8,10
358,244,87	8,8,7
110,323,88	26,6,7
414,302,92	15,12,4
183,258,112	6,6,23
367,225,114	7,16,17
359,248,110	31,43,9
392,299,114	30,20,6
124,276,117	13,10,3
108,286,121	18,10,7
168,188,127	9,35,15
133,198,125	19,19,10
332,317,130	10,9,12
169,213,130	13,18,9
351,333,137	18,30,15
146,225,138	27,17,7
129,310,142	30,16,8
173,229,140	13,28,3
145,321,142	17,13,7
186,327,149	8,28,12
165,175,148	7,29,9
383,260,155	14,8,10
365,201,155	8,25,5
362,179,155	8,14,3
352,322,162	17,17,15
176,356,160	12,18,9
166,209,163	8,10,8
367,314,161	9,8,4
209,155,165	23,21,10
174,202,169	21,40,8
323,171,168	6,6,3
330,178,170	6,7,3
341,196,171	15,28,5
176,271,172	9,10,3
359,290,180	38,8,14
351,216,182	22,18,13
190,308,188	16,32,22
192,210,186	7,43,10
339,272,197	13,6,24
158,269,190	19,6,9
185,301,192	9,10,6
153,255,200	47,10,18
195,287,194	16,16,6
178,327,202	6,7,6
142,327,213	24,23,9
81,322,80	15,7,7
386,174,89	7,21,14
415,219,93	27,26,21
385,236,89	8,8,10
358,244,87	8,7,7
178,292,94	8,6,9
139,335,100	6,8,5
183,258,112	6,6,23
367,225,114	7,16,17
372,231,107	6,8,3
365,244,109	9,15,4
349,264,111	11,11,8
392,299,114	30,20,6
124,276,117	13,10,3
168,188,127	9,35,15
133,198,125	19,19,10
332,317,130	9,8,11
169,213,130	13,18,9
351,331,137	17,26,15
148,225,139	24,17,6
173,229,140	13,28,3
146,321,143	13,12,6
118,315,144	9,6,4
185,326,148	7,24,11
165,175,148	7,29,9
365,202,155	8,21,5
352,321,161	14,15,13
176,356,160	12,18,9
166,209,163	8,10,8
368,313,161	8,7,4
209,155,165	23,20,10
176,203,169	17,37,8
330,178,170	6,7,3
341,196,171	15,28,5
176,271,172	9,10,3
357,290,179	34,8,13
320,202,179	31,47,7
349,217,182	19,16,12
190,308,188	16,32,22
192,210,186	7,43,10
335,287,195	10,17,21
157,255,198	39,10,14
180,282,203	14,37,24
199,285,194	8,13,6
185,301,193	9,9,4
348,303,204	16,13,16
178,327,201	6,7,5
378,303,205	10,19,6
142,328,214	23,20,7
124,361,76	19,13,15
424,240,77	7,6,5
414,220,94	24,24,19
357,244,88	7,7,6
178,292,94	8,6,9
349,264,111	11,11,8
364,245,109	7,13,3
392,299,114	28,20,6
133,198,125	19,19,10
168,189,128	9,33,14
332,317,130	9,8,11
356,210,134	33,43,16
172,218,132	7,7,5
351,331,137	17,26,15
148,226,139	24,16,6
171,222,140	8,14,3
175,237,140	9,12,3
146,321,143	13,12,6
185,326,148	7,24,11
165,170,147	7,19,7
365,202,155	8,21,5
352,322,162	12,13,12
166,209,163	8,10,8
368,313,161	8,7,4
174,360,162	9,10,6
209,155,165	23,20,10
177,204,169	15,34,8
330,178,170	6,7,3
341,196,171	15,27,5
176,271,172	9,10,3
357,289,179	34,7,13
317,197,179	24,36,7
332,221,177	7,9,3
349,217,181	17,13,11
190,307,187	15,31,21
192,210,186	7,43,10
335,287,194	9,17,19
166,256,194	21,8,7
180,282,203	14,37,24
198,284,193	7,9,5
185,302,193	9,8,4
345,302,201	10,10,10
178,327,201	6,7,5
142,328,215	23,20,6
359,338,63	7,9,9
124,361,76	19,13,15
401,228,88	6,20,11
414,220,94	24,24,19
132,330,101	23,26,12
130,234,103	10,9,6
349,264,111	11,11,8
365,244,109	6,10,3
389,297,114	23,15,5
168,189,128	9,33,14
332,317,130	9,8,11
357,210,134	32,43,16
172,218,132	7,7,5
351,331,137	17,26,15
146,225,139	21,15,6
171,222,140	8,13,3
175,238,140	9,10,3
146,320,143	13,11,6
185,326,148	7,24,11
166,168,147	6,14,6
365,202,155	8,21,5
349,319,159	7,6,6
166,209,163	8,9,8
367,313,161	7,6,4
209,155,165	23,20,10
174,361,162	7,7,5
355,326,165	6,6,6
180,206,169	10,29,7
341,196,171	14,27,4
177,270,172	8,9,3
357,289,179	34,7,13
322,202,178	13,25,5
332,221,177	7,9,3
348,219,180	12,10,8
150,289,186	35,20,20
190,306,187	13,29,20
192,210,186	7,43,10
143,311,184	16,25,4
337,287,191	6,17,13
168,256,194	17,7,6
180,282,203	12,37,24
198,283,193	7,7,4
186,301,192	7,7,3
346,303,202	8,8,8
142,327,215	23,19,6
359,338,63	7,9,9
123,362,76	17,11,14
418,215,91	13,12,11
131,333,100	14,15,8
131,235,103	8,7,5
348,266,112	9,8,6
394,301,113	11,7,3
383,294,115	8,6,3
168,190,128	9,32,13
357,210,134	32,42,16
172,218,133	7,7,4
144,224,139	17,12,6
349,328,140	12,21,9
171,222,140	8,13,3
174,238,140	7,8,3
146,320,143	13,11,6
186,326,148	6,24,11
365,204,155	6,15,4
350,319,159	6,6,5
166,209,163	8,8,8
209,157,165	23,16,10
175,361,162	6,7,4
180,206,169	10,28,7
177,270,172	8,8,3
357,289,179	34,7,13
322,202,178	13,24,5
348,219,180	12,10,8
150,288,185	34,19,19
190,306,187	13,29,20
192,219,184	7,25,7
143,310,183	16,23,3
180,282,203	12,37,24
198,283,193	7,7,4
187,301,192	6,7,3
345,302,201	7,7,6
142,327,215	23,17,6
